D1,D2,RR,EXP_PROB1,EXP_PROB0,AR,PROBZ
1000,2243,0.767341186,0.026932124,0.035097978,-0.008165854,0
1000,2244,0.721084491,0.069866064,0.09689026,-0.027024196,0
1000,2245,0.754062828,0.001932003,0.002562125,-0.000630122,5.04E-08
1000,2246,0.772142766,0.004496737,0.005823712,-0.001326975,2.53E-14
1000,2247,0.835480284,0.022952197,0.02747186,-0.004519663,0
1000,2249,0.734368994,0.000352591,0.000480127,-0.000127537,0.010874509
1000,2252,0.785570412,0.004231087,0.005386006,-0.001154919,5.44E-12
1000,2253,1.055306128,0.000439531,0.000416496,2.30348E-05,0.625165544
1000,2255,0.79686784,0.002685484,0.00337005,-0.000684566,2.47E-07
1000,2256,0.817520404,0.001188182,0.001453397,-0.000265215,0.002362735
1000,2258,0.635762045,0.000362251,0.00056979,-0.000207539,0.000142154
1000,2259,0.627181684,0.008317274,0.013261346,-0.004944073,0
1000,2261,0.669696962,0.111515222,0.166515944,-0.055000722,0
1000,2262,0.598998414,0.002284594,0.003814023,-0.001529429,0
1000,2264,0.769572757,0.000980492,0.001274073,-0.000293581,0.000320634
1000,2265,0.79780065,0.038818773,0.048657234,-0.009838461,0
1000,2266,0.705686954,0.019648472,0.027843043,-0.008194571,0
1000,2267,0.720345019,0.003574206,0.004961797,-0.001387591,0
1000,2268,0.799378708,0.001057772,0.001323242,-0.000265471,0.001419429
1000,2270,0.789423805,0.008225503,0.010419629,-0.002194126,0
1000,2271,0.802057349,0.005709069,0.007118031,-0.001408962,2.51E-13
1000,2272,0.60505981,0.001294442,0.002139362,-0.00084492,1.33E-15
1000,2273,0.73611241,0.003269915,0.004442141,-0.001172226,1.29E-14
1000,2277,0.934812481,0.000342931,0.000366844,-0.000023914,0.586910317
1000,2293,0.815516938,0.001400702,0.001717564,-0.000316861,0.000831812
1000,2298,0.60979787,0.000280141,0.000459399,-0.000179258,0.000254336
1000,2299,0.860117109,0.000550621,0.00064017,-0.000089549,0.122487006
1000,2303,1.058854667,0.000323611,0.000305623,1.79874E-05,0.656144615
1000,2305,0.697131584,0.002540584,0.00364434,-0.001103755,1.11E-15
1000,2306,0.637329531,0.001091582,0.001712743,-0.000621161,5.03E-11
1000,2308,0.776086966,0.219451408,0.282766516,-0.063315109,0
